iter	Logloss
741	0.51613399
742	0.5161034398
743	0.5160825786
744	0.5159777609
745	0.515842557
746	0.5158002834
747	0.5156649882
748	0.5155432021
749	0.5154596697
750	0.5152975063
751	0.5152234436
752	0.5151441
753	0.5150816101
754	0.5150544084
755	0.5150379384
756	0.5150201461
757	0.515005597
758	0.5148884693
759	0.5148194767
760	0.5146820127
761	0.5146714624
762	0.5145794784
763	0.5145290993
764	0.5144694865
765	0.5143521776
766	0.5143397928
767	0.5142931641
768	0.5141687083
769	0.5141333004
770	0.5140377431
771	0.5139624261
772	0.5138838445
773	0.5137653358
774	0.5136909432
775	0.5135921993
776	0.5134863932
777	0.5134262676
778	0.5133196958
779	0.5132550565
780	0.5132073829
781	0.5130800167
782	0.5130098219
783	0.512938604
784	0.5128081095
785	0.5128008302
786	0.5126937316
787	0.5126363537
788	0.5125336469
789	0.5123900253
790	0.5123725979
791	0.5122292752
792	0.5121568177
793	0.5119967885
794	0.5117825289
795	0.5117796225
796	0.5117391148
797	0.5116878854
798	0.5116542597
799	0.5115749903
800	0.5114443887
801	0.5113436774
802	0.5112704346
803	0.5112293335
804	0.5112196771
805	0.5111144353
806	0.5110550456
807	0.5110295486
808	0.5109739773
809	0.510827302
810	0.5107666799
811	0.5107313724
812	0.5107239272
813	0.5106596142
814	0.5106392467
815	0.510613234
816	0.5104974936
817	0.5104883786
818	0.5103675245
819	0.5102950046
820	0.5101132962
821	0.5099454162
822	0.5098833332
823	0.5098016662
824	0.5097962529
825	0.5097547576
826	0.5096503591
827	0.509604105
828	0.5094595921
829	0.509356782
830	0.5093467685
831	0.5092060413
832	0.5091303112
833	0.5090658097
834	0.5090405635
835	0.5089152472
836	0.5089025841
837	0.5088559743
838	0.5087842992
839	0.5087312204
840	0.5085656799
841	0.5084774886
842	0.50832068
843	0.5081605994
844	0.5080188493
845	0.5079755352
846	0.5079025883
847	0.5078933963
848	0.5077892342
849	0.507718675
850	0.5076527604
851	0.5075898834
852	0.5075524165
853	0.5075466669
854	0.5074325139
855	0.5074070144
856	0.5073194268
857	0.5071728631
858	0.5071579514
859	0.5070811765
860	0.5069351651
861	0.5069272678
862	0.5068849836
863	0.5068319688
864	0.5067520642
865	0.506710813
866	0.5066046071
867	0.5064485844
868	0.5064374757
869	0.5063658313
870	0.5062856003
871	0.506265496
872	0.5061929747
873	0.5061240827
874	0.5060769217
875	0.5059206231
876	0.5058201398
877	0.5056909191
878	0.505636403
879	0.5055255283
880	0.5054324755
881	0.505412112
882	0.5053287934
883	0.5053264096
884	0.5053143188
885	0.5051809917
886	0.5051068063
887	0.5050122284
888	0.5050107766
889	0.5048876535
890	0.504788137
891	0.5046644903
892	0.5045164461
893	0.5044303408
894	0.5043582257
895	0.50427326
896	0.5042412931
897	0.5040921835
898	0.5040234758
899	0.5038887199
900	0.5037524036
901	0.5037368365
902	0.503709132
903	0.5036421928
904	0.5036292958
905	0.5036021981
906	0.5034967881
907	0.5034669816
908	0.5033558762
909	0.5032772299
910	0.5031184707
911	0.5030111906
912	0.5029057047
913	0.5028822709
914	0.5028138351
915	0.502719432
916	0.5026376445
917	0.502471205
918	0.502400714
919	0.5023091865
920	0.5022947306
921	0.5022369922
922	0.5021540642
923	0.5020734039
924	0.5019899698
925	0.5019050262
926	0.5017981138
927	0.5017785927
928	0.5017419101
929	0.5017326902
930	0.5016083281
931	0.5015207366
932	0.5014015161
933	0.501311274
934	0.5012231586
935	0.5011397383
936	0.5009993982
937	0.500861266
938	0.5007298068
939	0.500714019
940	0.5006264102
941	0.5005401204
942	0.5005147833
943	0.5003577258
944	0.5003530905
945	0.5002610074
946	0.5001695422
947	0.5000359254
948	0.5000277806
949	0.5000043823
950	0.4999245773
951	0.4998744083
952	0.4998551972
953	0.4997738438
954	0.4997360315
955	0.4997248439
956	0.4996696198
957	0.4996348982
958	0.4994814531
959	0.4994259394
960	0.499280111
961	0.499162458
962	0.4991189496
963	0.4989583585
964	0.4988668935
965	0.4988372693
966	0.4988105427
967	0.4987854133
968	0.4987675506
969	0.4987456958
970	0.498738122
971	0.4987020705
972	0.4986510586
973	0.4985344993
974	0.4984434381
975	0.4983288822
976	0.4982886792
977	0.4982594891
978	0.4980990733
979	0.4980325882
980	0.4979379515
981	0.4979224682
982	0.4978771467
983	0.4977933107
984	0.4977844989
985	0.4976518531
986	0.4975758229
987	0.4975490507
988	0.4975104548
989	0.4974287679
990	0.4973367337
991	0.4971992896
992	0.497190161
993	0.4971264624
994	0.4970763271
995	0.4969547922
996	0.4968288154
997	0.496764522
998	0.4966629565
999	0.4966184408
