iter	Logloss
545	0.5412960515
546	0.5412218843
547	0.5411316995
548	0.541090909
549	0.5410552796
550	0.5409529798
551	0.5408452429
552	0.5407818751
553	0.5407193393
554	0.540701064
555	0.5407004526
556	0.5406417689
557	0.5405274344
558	0.5404927118
559	0.5404652081
560	0.540421599
561	0.5404202871
562	0.540354838
563	0.5402981512
564	0.540276608
565	0.5402465902
566	0.5402059549
567	0.5401539843
568	0.5400938411
569	0.5400397834
570	0.539973456
571	0.5399409135
572	0.5398321164
573	0.5397898976
574	0.5397550555
575	0.5396740554
576	0.5396522314
577	0.5396049503
578	0.5395999061
579	0.5395708921
580	0.5395120538
581	0.5394678327
582	0.5394242053
583	0.5393391383
584	0.5393095905
585	0.539294259
586	0.539278953
587	0.5392483185
588	0.5391942241
589	0.5390963766
590	0.5390229209
591	0.5389743696
592	0.5389000961
593	0.5388747697
594	0.5388683537
595	0.5388630441
596	0.5388599674
597	0.5388068427
598	0.5387970988
599	0.5387657284
600	0.5386841547
601	0.5386489941
602	0.5386141113
603	0.5385737934
604	0.5385431389
605	0.5384999586
606	0.5383877331
607	0.5383384352
608	0.5383144301
609	0.5381888784
610	0.538133392
611	0.5380988415
612	0.5380653723
613	0.5380354429
614	0.5380303911
615	0.5379462776
616	0.537897867
617	0.5378745216
618	0.5378690479
619	0.5378029941
620	0.5377598376
621	0.5377294692
622	0.5376789239
623	0.5375637683
624	0.5374340477
625	0.5373386227
626	0.5372836744
627	0.537200958
628	0.5371311509
629	0.5370630839
630	0.5370220892
631	0.5369707607
632	0.5369176782
633	0.5368898705
634	0.5368430485
635	0.5368378733
636	0.5367170051
637	0.5366791609
638	0.5366776753
639	0.5365586652
640	0.5365586635
641	0.5365544395
642	0.5365171399
643	0.5364884609
644	0.5364080171
645	0.5363708895
646	0.5363402397
647	0.5362856605
648	0.5362516014
649	0.5362504463
650	0.5362237941
651	0.5361499931
652	0.5360266273
653	0.5359668494
654	0.5358846305
655	0.5357981771
656	0.5357688585
657	0.5357047007
658	0.5357038146
659	0.5356704435
660	0.5356271448
661	0.5355552984
662	0.5355063816
663	0.5354364931
664	0.5353763666
665	0.5353743852
666	0.5352858489
667	0.535219555
668	0.535150761
669	0.5351262398
670	0.5350233211
671	0.5349804861
672	0.5348997558
673	0.5348816784
674	0.5348568402
675	0.5348348958
676	0.5348275196
677	0.5348203197
678	0.5347905248
679	0.5347191941
680	0.5347087836
681	0.5346836808
682	0.5346225729
683	0.5345532828
684	0.5345270699
685	0.534496968
686	0.534476985
687	0.534420565
688	0.5343619051
689	0.5343290475
690	0.5342600423
691	0.5341833357
692	0.5341197582
693	0.5340685843
694	0.5339174847
695	0.5337952875
696	0.533714267
697	0.5336957144
698	0.5336325022
699	0.5335813159
700	0.5334530507
701	0.5334299378
702	0.5334181038
703	0.5333841894
704	0.5333771649
705	0.5333131142
706	0.5332217456
707	0.5331299424
708	0.5330491784
709	0.5330268602
710	0.5329869606
711	0.5329450707
712	0.532869337
713	0.5328641783
714	0.532775709
715	0.5327471449
716	0.5327397074
717	0.5326617345
718	0.5326250071
719	0.5326084823
720	0.5324941518
721	0.5324642398
722	0.5324014998
723	0.5323399588
724	0.5322802624
725	0.5322284238
726	0.5321724018
727	0.5320702467
728	0.5319929875
729	0.5319457574
730	0.5318898337
731	0.5318850041
732	0.5317866788
733	0.5317214419
734	0.5316869007
735	0.531603289
736	0.531497651
737	0.5314373221
738	0.5313738638
739	0.5313180622
740	0.5312761907
741	0.5311904112
742	0.5311129276
743	0.5310634669
744	0.530969109
745	0.5308879773
746	0.530793881
747	0.5307674595
748	0.5307490142
749	0.5306439836
750	0.5305772328
751	0.530573645
752	0.5304681358
753	0.5304005776
754	0.5303157999
755	0.5303093183
756	0.530297324
757	0.5301674724
758	0.5301015391
759	0.5300240615
760	0.5300018329
761	0.529945461
762	0.5298517433
763	0.5298044232
764	0.529674587
765	0.5296272843
766	0.529598399
767	0.5295389345
768	0.5294607605
769	0.5293932054
770	0.5293238767
771	0.5292158656
772	0.5291650632
773	0.5291262913
774	0.5291042952
775	0.5290230638
776	0.5289006437
777	0.528840327
778	0.528775912
779	0.5287541375
780	0.5286421616
781	0.5285275384
782	0.5284907164
783	0.5284250051
784	0.5283814565
785	0.5283421862
786	0.5283009921
787	0.5282913279
788	0.5282812629
789	0.528169915
790	0.5280662397
791	0.5280124098
792	0.5279328129
793	0.5278087517
794	0.5277297153
795	0.5276654809
796	0.5276466055
797	0.5275493053
798	0.5275369937
799	0.5274418223
800	0.5273446907
801	0.5273359014
802	0.5273126908
803	0.5273081884
804	0.5272053328
805	0.5271789308
806	0.5271261972
807	0.5271228669
808	0.5270430926
809	0.5270012278
810	0.5268901982
811	0.5268666889
812	0.526791447
813	0.5267791059
814	0.5267113708
815	0.5266979345
816	0.526659365
817	0.5266495637
818	0.5265829396
819	0.5265562914
820	0.526540854
821	0.5264688507
822	0.5264666638
823	0.5263814461
824	0.5263503221
825	0.5262767943
826	0.5262292644
827	0.5261465135
828	0.5260695461
829	0.5260093215
830	0.5258993494
831	0.5258201387
832	0.5257499426
833	0.5257191815
834	0.5256741875
835	0.5256493997
836	0.5255440551
837	0.5254967252
838	0.5254490628
839	0.5253516489
840	0.5253267588
841	0.5252154391
842	0.525179472
843	0.5251253879
844	0.5250711951
845	0.5249553259
846	0.5248748437
847	0.5248429999
848	0.524795195
849	0.5247403588
850	0.5247007829
851	0.524650062
852	0.5245825904
853	0.5245720802
854	0.5245168026
855	0.5244229508
856	0.5244113107
857	0.5243410632
858	0.5242313859
859	0.5241624246
860	0.5240913586
861	0.5240057933
862	0.5239889174
863	0.5239674652
864	0.5239540777
865	0.5238886134
866	0.5238023247
867	0.5237458719
868	0.5236951276
869	0.5236138891
870	0.523599491
871	0.5235652122
872	0.5234480924
873	0.5233753003
874	0.5233358064
875	0.5233327314
876	0.5232674571
877	0.5232450343
878	0.5232354565
879	0.5232221595
880	0.5232095934
881	0.5231967355
882	0.5231883259
883	0.523170403
884	0.5231251014
885	0.5230422763
886	0.5230240581
887	0.5229732697
888	0.5229640162
889	0.5229044808
890	0.5228016677
891	0.5227858251
892	0.5227122263
893	0.522695437
894	0.5226457942
895	0.522592263
896	0.5225052254
897	0.5224500502
898	0.5223902124
899	0.5223856696
900	0.5223016058
901	0.5222369018
902	0.5221647362
903	0.5220623281
904	0.5220283659
905	0.5219406765
906	0.5218882617
907	0.5218699506
908	0.5218194369
909	0.5217732398
910	0.5217527158
911	0.5217148891
912	0.5216379014
913	0.521634275
914	0.5215295018
915	0.5215197419
916	0.5215155394
917	0.5214894926
918	0.5214510521
919	0.5213722671
920	0.5213079168
921	0.521239117
922	0.5212090851
923	0.521206583
924	0.5211681591
925	0.5210768622
926	0.5210188689
927	0.5209375267
928	0.520911113
929	0.5209087983
930	0.5208400531
931	0.5207978504
932	0.5206949714
933	0.5206226795
934	0.5205038151
935	0.5204482918
936	0.520341369
937	0.5202235648
938	0.5201535735
939	0.5201320445
940	0.5200519307
941	0.5199963194
942	0.5199285059
943	0.5198510611
944	0.5198319637
945	0.5197263485
946	0.5196986088
947	0.5196471611
948	0.5195724565
949	0.5194670863
950	0.5193435558
951	0.5192687358
952	0.5192405428
953	0.5192236855
954	0.5191998311
955	0.519123119
956	0.5190415979
957	0.5189877231
958	0.5189158375
959	0.5188430672
960	0.5187951464
961	0.5187543779
962	0.518693175
963	0.5185861005
964	0.5185712048
965	0.5185146404
966	0.5184439545
967	0.5184101996
968	0.5183720404
969	0.5183713161
970	0.518340977
971	0.5182772265
972	0.5182434911
973	0.5181737148
974	0.5180875287
975	0.517995835
976	0.5179806023
977	0.5179458383
978	0.5179045232
979	0.5178083827
980	0.5177226041
981	0.517691156
982	0.5176835803
983	0.5175606967
984	0.5175088729
985	0.517438722
986	0.517388964
987	0.5173359872
988	0.5172668842
989	0.5172074974
990	0.517203895
991	0.5171380737
992	0.5171080635
993	0.5170814136
994	0.5170090115
995	0.5170060541
996	0.5169187665
997	0.5169119079
998	0.516843596
999	0.5167821499
